   1.01855397E-02   1.00000001E-10
   1.03745218E-02   1.00000001E-10
   1.05670104E-02   1.00000001E-10
   1.07630696E-02   1.00000001E-10
   1.09627675E-02   1.00000001E-10
   1.11661702E-02   1.00000001E-10
   1.13733439E-02   1.00000001E-10
   1.15843648E-02   1.00000001E-10
   1.17993001E-02   1.00000001E-10
   1.20182242E-02   1.00000001E-10
   1.22412099E-02   1.00000001E-10
   1.24683324E-02   1.00000001E-10
   1.26996702E-02   1.00000001E-10
   1.29352994E-02   1.00000001E-10
   1.31752994E-02   1.00000001E-10
   1.34197539E-02   1.00000001E-10
   1.36687439E-02   1.00000001E-10
   1.39223486E-02   1.00000001E-10
   1.41806640E-02   1.00000001E-10
   1.44437719E-02   1.00000001E-10
   1.47117609E-02   1.00000001E-10
   1.49847222E-02   1.00000001E-10
   1.52627481E-02   1.00000001E-10
   1.55459326E-02   1.00000001E-10
   1.58343706E-02   1.00000001E-10
   1.61281619E-02   1.00000001E-10
   1.64274033E-02   1.00000001E-10
   1.67321954E-02   1.00000001E-10
   1.70426406E-02   1.00000001E-10
   1.73588488E-02   1.00000001E-10
   1.76809244E-02   1.00000001E-10
   1.80089753E-02   1.00000001E-10
   1.83431134E-02   1.00000001E-10
   1.86834503E-02   1.00000001E-10
   1.90301016E-02   1.00000001E-10
   1.93831865E-02   1.00000001E-10
   1.97428204E-02   1.00000001E-10
   2.01091282E-02   1.00000001E-10
   2.04822328E-02   1.00000001E-10
   2.08622534E-02   1.00000001E-10
   2.12493353E-02   1.00000001E-10
   2.16435902E-02   1.00000001E-10
   2.20451634E-02   1.00000001E-10
   2.24541891E-02   1.00000001E-10
   2.28708033E-02   1.00000001E-10
   2.32951473E-02   1.00000001E-10
   2.37273648E-02   1.00000001E-10
   2.41676010E-02   1.00000001E-10
   2.46160068E-02   1.00000001E-10
   2.50727311E-02   1.00000001E-10
   2.55379230E-02   1.00000001E-10
   2.60117576E-02   1.00000001E-10
   2.64943726E-02   1.00000001E-10
   2.69859489E-02   1.00000001E-10
   2.74866447E-02   1.00000001E-10
   2.79966295E-02   1.00000001E-10
   2.85160784E-02   1.00000001E-10
   2.90451646E-02   1.00000001E-10
   2.95840688E-02   1.00000001E-10
   3.01329698E-02   1.00000001E-10
   3.06920558E-02   1.00000001E-10
   3.12615149E-02   1.00000001E-10
   3.18415388E-02   1.00000001E-10
   3.24323177E-02   1.00000001E-10
   3.30340751E-02   1.00000001E-10
   3.36469784E-02   1.00000001E-10
   3.42712626E-02   1.00000001E-10
   3.49071324E-02   1.00000001E-10
   3.55547965E-02   1.00000001E-10
   3.62144783E-02   1.00000001E-10
   3.68864015E-02   1.00000001E-10
   3.75707895E-02   1.00000001E-10
   3.82678658E-02   1.00000001E-10
   3.89778987E-02   1.00000001E-10
   3.97010818E-02   1.00000001E-10
   4.04377058E-02   1.00000001E-10
   4.11879718E-02   1.00000001E-10
   4.19521853E-02   1.00000001E-10
   4.27305512E-02   1.00000001E-10
   4.35233712E-02   1.00000001E-10
   4.43309024E-02   1.00000001E-10
   4.51534167E-02   1.00000001E-10
   4.59911898E-02   1.00000001E-10
   4.68445122E-02   1.00000001E-10
   4.77136597E-02   1.00000001E-10
   4.85989265E-02   1.00000001E-10
   4.95006442E-02   1.00000001E-10
   5.04190624E-02   1.00000001E-10
   5.13545498E-02   1.00000001E-10
   5.23073636E-02   1.00000001E-10
   5.32778725E-02   1.00000001E-10
   5.42663895E-02   1.00000001E-10
   5.52732460E-02   1.00000001E-10
   5.62987849E-02   1.00000001E-10
   5.73433489E-02   1.00000001E-10
   5.84072955E-02   1.00000001E-10
   5.94909638E-02   1.00000001E-10
   6.05947748E-02   1.00000001E-10
   6.17190301E-02   1.00000001E-10
   6.28641844E-02   1.00000001E-10
   6.40305430E-02   1.00000001E-10
   6.52185604E-02   1.00000001E-10
   6.64286241E-02   1.00000001E-10
   6.76611438E-02   1.00000001E-10
   6.89165220E-02   1.00000001E-10
   7.01951981E-02   1.00000001E-10
   7.14975968E-02   1.00000001E-10
   7.28241429E-02   1.00000001E-10
   7.41753355E-02   1.00000001E-10
   7.55515620E-02   1.28917141E-10
   7.69533664E-02   1.72997533E-10
   7.83811361E-02   2.31704336E-10
   7.98354298E-02   3.09740206E-10
   8.13166797E-02   4.13264117E-10
   8.28254223E-02   5.50334778E-10
   8.43621641E-02   7.31465277E-10
   8.59274119E-02   9.70349134E-10
   8.75217021E-02   1.28478805E-09
   8.91455859E-02   1.69786218E-09
   9.07995850E-02   2.23945174E-09
   9.24842507E-02   2.94813129E-09
   9.42002237E-02   3.87366406E-09
   9.59479883E-02   5.07999109E-09
   9.77282301E-02   6.64929489E-09
   9.95414481E-02   8.68665140E-09
  0.101388335       1.13265903E-08
  0.103269495       1.47405741E-08
  0.105185553       1.91467269E-08
  0.107137159       2.48225014E-08
  0.109124981       3.21191500E-08
  0.111149676       4.14810799E-08
  0.113211945       5.34692859E-08
  0.115312472       6.87898876E-08
  0.117451943       8.83309994E-08
  0.119631149       1.13206468E-07
