2.083159122397745810e-02 2.718055382396142999e-03
2.173448104389842303e-02 2.718055382396142999e-03
2.267650421749131326e-02 1.359027691198071500e-03
2.365935687570790841e-02 0.000000000000000000e+00
2.468480866377707750e-02 1.359027691198071500e-03
2.575470592748527188e-02 1.359027691198071500e-03
2.687097503755782671e-02 4.077083073594214499e-03
2.803562585812674479e-02 0.000000000000000000e+00
2.925075536552989783e-02 1.359027691198071500e-03
3.051855142395758572e-02 0.000000000000000000e+00
3.184129672474429046e-02 2.718055382396142999e-03
3.322137289639860019e-02 1.359027691198071500e-03
3.466126479277142902e-02 4.077083073594214499e-03
3.616356496708345719e-02 1.359027691198071500e-03
3.773097833986736177e-02 4.077083073594214499e-03
3.936632706922957997e-02 4.077083073594214499e-03
4.107255563220058026e-02 5.436110764792285999e-03
4.285273612632278101e-02 2.718055382396110040e-03
4.471007380102148127e-02 6.795138455990356631e-03
4.664791282871864203e-02 5.436110764792285999e-03
4.866974232607994971e-02 1.359027691198071500e-03
5.077920263623689201e-02 5.436110764792285999e-03
5.298009188329499963e-02 8.154166147188428998e-03
5.527637281092982052e-02 1.359027691198071500e-03
5.767217991738355504e-02 5.436110764792285999e-03
6.017182689970915904e-02 2.718055382396142999e-03
6.277981442066535300e-02 1.359027691198071500e-03
6.550083821224700342e-02 4.077083073594214499e-03
6.833979753044142069e-02 1.087222152958457200e-02
7.130180397643359758e-02 1.359027691198071500e-03
7.439219070014303770e-02 6.795138455990356631e-03
7.761652200266336288e-02 5.436110764792285999e-03
8.098060335489411232e-02 2.718055382396142999e-03
8.449049185040342913e-02 5.436110764792285999e-03
8.815250711134223205e-02 5.436110764792285999e-03
9.197324266704623441e-02 1.359027691198055193e-02
9.595957782581290840e-02 9.513193838386500498e-03
1.001186900612294206e-01 1.087222152958457200e-02
1.044580679353525887e-01 5.436110764792285999e-03
1.089855245820097740e-01 1.223124922078264350e-02
1.137092117744975261e-01 8.154166147188428998e-03
1.186376346030071638e-01 5.436110764792253039e-03
1.237796667882041096e-01 5.436110764792285999e-03
1.291445666585338270e-01 1.087222152958457200e-02
1.347419938200212497e-01 1.223124922078264350e-02
1.405820265485783205e-01 2.038541536797107423e-02
1.466751799361347974e-01 1.087222152958457200e-02
1.530324248232647899e-01 1.087222152958450608e-02
1.596652075523972980e-01 1.359027691198071326e-02
1.665854705771775135e-01 1.494930460317878650e-02
1.738056739650855054e-01 1.766735998557493123e-02
1.813388178320289312e-01 1.766735998557493123e-02
1.891984657493030741e-01 1.494930460317878650e-02
1.973987691650636866e-01 1.087222152958457200e-02
2.059544928842829692e-01 2.446249844156528699e-02
2.148810416530667622e-01 2.174444305916914399e-02
2.241944878951979969e-01 1.494930460317878650e-02
2.339116006508466794e-01 2.174444305916888032e-02
2.440498757695508669e-01 2.310347075036721376e-02
2.546275674118329557e-01 2.853958151515949976e-02
2.656637209161684110e-01 2.989860920635757299e-02
2.771782070904864059e-01 2.853958151515949976e-02
2.891917579899438984e-01 4.077083073594214846e-02
3.017260042453920876e-01 4.212985842714021822e-02
3.148035140097459883e-01 3.941180304474407176e-02
3.284478335923801673e-01 3.397569227995178576e-02
3.426835298547146191e-01 3.941180304474407176e-02
3.575362344433239414e-01 5.164305226552672046e-02
3.730326899402130469e-01 4.892499688313057399e-02
3.892007980133534994e-01 6.115624610391321575e-02
4.060696696541767903e-01 4.892499688312998418e-02
4.236696775924768121e-01 3.397569227995178576e-02
4.420325109830989252e-01 6.523332917750743198e-02
4.611912324628754667e-01 4.484791380953635775e-02
4.811803376805434129e-01 7.474652301589393422e-02
5.020358174068272339e-01 7.202846763349779469e-02
5.237952223365183180e-01 6.659235686870550175e-02
5.464977306992271355e-01 6.115624610391321575e-02
5.701842188005440404e-01 6.931041225110164128e-02
5.948973346206184454e-01 8.154166147188429692e-02
6.206815746026717040e-01 8.018263378068622715e-02
6.475833637697052669e-01 7.746457839829007375e-02
6.756511393136515053e-01 1.046451322222514968e-01
7.049354378074766947e-01 9.105485531026968893e-02
7.354889861972561116e-01 9.241388300146885504e-02
7.673667967380630728e-01 1.182354091342322083e-01
8.006262660445978563e-01 1.046451322222514968e-01
8.353272784349023983e-01 1.209534645166283617e-01
8.715323137532343667e-01 1.359027691198071430e-01
9.093065598662354310e-01 1.549291567965801475e-01
9.487180300349468132e-01 1.766735998557492915e-01
9.898376853740011860e-01 1.685194337085608729e-01
1.032739562618483431e+00 1.630833229437685938e-01
1.077500907428504240e+00 1.902638767677300169e-01
1.124202313471505787e+00 1.929819321501261564e-01
1.172927867532719937e+00 2.514201228716402281e-01
1.223765300915050647e+00 2.242395690476817749e-01
1.276806147400984415e+00 2.514201228716432257e-01
1.332145908060935691e+00 2.609333167100297279e-01
1.389884223204772118e+00 2.446249844156528630e-01
1.450125051786120389e+00 2.840367874603969556e-01
1.512976858582474105e+00 2.840367874603969556e-01
1.578552809488124042e+00 3.044222028283680159e-01
1.646970975271541127e+00 3.411159504907159690e-01
1.718354544164078623e+00 4.131444181242137637e-01
1.792832043662767605e+00 3.710145596970734760e-01
1.870537571946561339e+00 4.457610827129674380e-01
1.951611039322701746e+00 5.123534395816730092e-01
2.036198420137934395e+00 4.729416365369288333e-01
2.124452015608144784e+00 5.218666334200594559e-01
2.216530728039643794e+00 5.952541287447553620e-01
2.312600346935846485e+00 6.346659317894993713e-01
2.412833847504479046e+00 6.822319009814319379e-01
2.517411702102788418e+00 7.678506455269104025e-01
2.626522205181512248e+00 8.208527254836353038e-01
2.740361812312686496e+00 8.983173038819036726e-01
2.859135493911689530e+00 9.526784115298482236e-01
2.983057104290460337e+00 1.026065906854543908e+00
3.112349766706313581e+00 1.133429094459191599e+00
3.247246275099683110e+00 1.115761734473616595e+00
3.387989513244117568e+00 1.262536725123008408e+00
3.534832892063214604e+00 1.243510337446235514e+00
3.688040805901890540e+00 1.262536725123008408e+00
